h_nb_victories,h_nb_draws,h_nb_defeats,h_nb_points,h_nb_goals_scored,h_nb_goals_conceded,h_nb_goals_diff,h_nb_games,h_nb_games_home,h_nb_victories_home,h_nb_draws_home,h_nb_defeats_home,h_nb_points_home,h_nb_goals_scored_home,h_nb_goals_conceded_home,h_diff_goals_home,h_last_n_games_points_home,h_last_n_games_victories_home,h_last_n_games_draws_home,h_last_n_games_defeats_home,h_mean_nb_goals_scored_home,h_mean_nb_goals_conceded_home,h_season_wages,a_nb_victories,a_nb_draws,a_nb_defeats,a_nb_points,a_nb_goals_scored,a_nb_goals_conceded,a_nb_goals_diff,a_nb_games,a_nb_games_away,a_nb_victories_away,a_nb_draws_away,a_nb_defeats_away,a_nb_points_away,a_nb_goals_scored_away,a_nb_goals_conceded_away,a_diff_goals_away,a_last_n_games_points_away,a_last_n_games_victories_away,a_last_n_games_draws_away,a_last_n_games_defeats_away,a_mean_nb_goals_scored_away,a_mean_nb_goals_conceded_away,a_season_wages,diff_nb_victories,diff_nb_draws,diff_nb_defeats,diff_nb_points,diff_nb_goals_diff,diff_season_wages,Month,Week,distance_km,capacity_home_stadium,home_win,id
6.0,6.0,13.0,24.0,21.0,42.0,-21.0,25.0,13.0,4.0,3.0,6.0,15.0,10.0,17.0,-7.0,4.0,1.0,1.0,1.0,0.769230769231,1.30769230769,29.9,18.0,4.0,4.0,58.0,61.0,22.0,39.0,26.0,13.0,6.0,3.0,4.0,21.0,22.0,14.0,8.0,4.0,1.0,1.0,1.0,1.69230769231,1.07692307692,174.7,-12.0,2.0,9.0,-34.0,-60.0,-144.8,2,7,4416.46814106,27828.0,0,E0_2009_2010_258
16.0,4.0,6.0,52.0,61.0,30.0,31.0,26.0,13.0,10.0,1.0,2.0,31.0,36.0,14.0,22.0,6.0,2.0,0.0,1.0,2.76923076923,1.07692307692,110.8,6.0,8.0,11.0,26.0,32.0,42.0,-10.0,25.0,13.0,1.0,3.0,9.0,6.0,13.0,28.0,-15.0,1.0,0.0,1.0,2.0,1.0,2.15384615385,54.0,10.0,-4.0,-5.0,26.0,41.0,56.8,2,7,18296.133935,60361.0,1,E0_2009_2010_254
9.0,8.0,8.0,35.0,35.0,36.0,-1.0,25.0,13.0,6.0,5.0,2.0,23.0,20.0,16.0,4.0,9.0,3.0,0.0,0.0,1.53846153846,1.23076923077,54.5,18.0,3.0,5.0,57.0,62.0,21.0,41.0,26.0,13.0,7.0,2.0,4.0,23.0,26.0,13.0,13.0,5.0,1.0,2.0,0.0,2.0,1.0,131.6,-9.0,5.0,3.0,-22.0,-42.0,-77.1,2,7,4298.76991565,40157.0,1,E0_2009_2010_255
6.0,7.0,12.0,25.0,26.0,49.0,-23.0,25.0,12.0,3.0,5.0,4.0,14.0,11.0,15.0,-4.0,2.0,0.0,2.0,1.0,0.916666666667,1.25,39.1,12.0,7.0,7.0,43.0,45.0,26.0,19.0,26.0,13.0,4.0,5.0,4.0,17.0,17.0,18.0,-1.0,1.0,0.0,1.0,2.0,1.30769230769,1.38461538462,66.6,-6.0,0.0,5.0,-18.0,-42.0,-27.5,2,7,9637.93978574,25133.0,0,E0_2009_2010_263
12.0,9.0,4.0,45.0,48.0,33.0,15.0,25.0,12.0,9.0,3.0,0.0,30.0,30.0,14.0,16.0,9.0,3.0,0.0,0.0,2.5,1.16666666667,132.5,13.0,5.0,8.0,44.0,43.0,27.0,16.0,26.0,13.0,4.0,3.0,6.0,15.0,12.0,16.0,-4.0,2.0,0.0,2.0,1.0,0.923076923077,1.23076923077,120.3,-1.0,4.0,-4.0,1.0,-1.0,12.2,2,7,4849.897847,47405.0,0,E0_2009_2010_262
11.0,9.0,5.0,42.0,32.0,19.0,13.0,25.0,13.0,6.0,5.0,2.0,23.0,18.0,8.0,10.0,3.0,0.0,3.0,0.0,1.38461538462,0.615384615385,80.1,6.0,5.0,14.0,23.0,25.0,50.0,-25.0,25.0,13.0,0.0,1.0,12.0,1.0,8.0,38.0,-30.0,0.0,0.0,0.0,3.0,0.615384615385,2.92307692308,22.4,5.0,4.0,-9.0,19.0,38.0,57.7,2,7,8381.06360687,42785.0,1,E0_2009_2010_259
8.0,7.0,11.0,31.0,26.0,43.0,-17.0,26.0,13.0,7.0,4.0,2.0,25.0,18.0,12.0,6.0,9.0,3.0,0.0,0.0,1.38461538462,0.923076923077,47.0,5.0,8.0,12.0,23.0,29.0,46.0,-17.0,25.0,12.0,2.0,3.0,7.0,9.0,12.0,23.0,-11.0,1.0,0.0,1.0,2.0,1.0,1.91666666667,45.9,3.0,-1.0,-1.0,8.0,0.0,1.1,2,7,985.728489384,31154.0,1,E0_2009_2010_260
9.0,7.0,10.0,34.0,30.0,28.0,2.0,26.0,13.0,8.0,2.0,3.0,26.0,19.0,8.0,11.0,6.0,2.0,0.0,1.0,1.46153846154,0.615384615385,48.5,10.0,7.0,8.0,37.0,24.0,26.0,-2.0,25.0,12.0,4.0,2.0,6.0,14.0,12.0,18.0,-6.0,3.0,1.0,0.0,2.0,1.0,1.5,38.1,-1.0,0.0,2.0,-3.0,4.0,10.4,2,7,4442.3289522,25700.0,1,E0_2009_2010_261
18.0,3.0,6.0,57.0,63.0,24.0,39.0,27.0,13.0,11.0,1.0,1.0,34.0,36.0,8.0,28.0,9.0,3.0,0.0,0.0,2.76923076923,0.615384615385,131.6,6.0,9.0,11.0,27.0,35.0,40.0,-5.0,26.0,13.0,1.0,5.0,7.0,8.0,12.0,20.0,-8.0,2.0,0.0,2.0,1.0,0.923076923077,1.53846153846,54.0,12.0,-6.0,-5.0,30.0,44.0,77.6,2,8,9030.57865646,75811.0,1,E0_2009_2010_264
10.0,7.0,9.0,37.0,25.0,28.0,-3.0,26.0,13.0,6.0,5.0,2.0,23.0,12.0,8.0,4.0,5.0,1.0,2.0,0.0,0.923076923077,0.615384615385,38.1,6.0,7.0,13.0,25.0,26.0,52.0,-26.0,26.0,13.0,3.0,2.0,8.0,11.0,15.0,34.0,-19.0,4.0,1.0,1.0,1.0,1.15384615385,2.61538461538,39.1,4.0,0.0,-4.0,12.0,23.0,-1.0,2,8,8032.09001735,30079.0,1,E0_2009_2010_265
5.0,8.0,13.0,23.0,29.0,49.0,-20.0,26.0,13.0,3.0,5.0,5.0,14.0,17.0,23.0,-6.0,4.0,1.0,1.0,1.0,1.30769230769,1.76923076923,45.9,6.0,6.0,14.0,24.0,21.0,44.0,-23.0,26.0,12.0,2.0,3.0,7.0,9.0,11.0,25.0,-14.0,1.0,0.0,1.0,2.0,0.916666666667,2.08333333333,29.9,-1.0,2.0,-1.0,-1.0,3.0,16.0,2,8,6716.95241837,28100.0,1,E0_2009_2010_266
6.0,5.0,15.0,23.0,27.0,55.0,-28.0,26.0,12.0,6.0,4.0,2.0,22.0,17.0,12.0,5.0,4.0,1.0,1.0,1.0,1.41666666667,1.0,22.4,4.0,4.0,18.0,16.0,21.0,44.0,-23.0,26.0,13.0,1.0,2.0,10.0,5.0,5.0,24.0,-19.0,0.0,0.0,0.0,3.0,0.384615384615,1.84615384615,0.0,2.0,1.0,-3.0,7.0,-5.0,22.4,2,8,13370.1182578,22546.0,0,E0_2009_2010_267
19.0,4.0,4.0,61.0,63.0,22.0,41.0,27.0,13.0,12.0,1.0,0.0,37.0,39.0,8.0,31.0,9.0,3.0,0.0,0.0,3.0,0.615384615385,174.7,12.0,10.0,4.0,46.0,48.0,33.0,15.0,26.0,13.0,3.0,6.0,4.0,15.0,18.0,19.0,-1.0,1.0,0.0,1.0,2.0,1.38461538462,1.46153846154,132.5,7.0,-6.0,0.0,15.0,26.0,42.2,2,8,9523.88334479,42449.0,0,E0_2009_2010_268
8.0,10.0,8.0,34.0,26.0,29.0,-3.0,26.0,13.0,6.0,4.0,3.0,22.0,19.0,14.0,5.0,5.0,1.0,2.0,0.0,1.46153846154,1.07692307692,44.8,17.0,4.0,6.0,55.0,63.0,30.0,33.0,27.0,13.0,6.0,3.0,4.0,21.0,25.0,16.0,9.0,4.0,1.0,1.0,1.0,1.92307692308,1.23076923077,110.8,-9.0,6.0,2.0,-21.0,-36.0,-66.0,2,8,6587.82405554,27740.0,0,E0_2009_2010_269
13.0,7.0,7.0,46.0,48.0,26.0,22.0,27.0,13.0,8.0,2.0,3.0,26.0,28.0,8.0,20.0,5.0,1.0,2.0,0.0,2.15384615385,0.615384615385,66.6,10.0,8.0,8.0,38.0,38.0,37.0,1.0,26.0,12.0,3.0,3.0,6.0,12.0,15.0,20.0,-5.0,4.0,1.0,1.0,1.0,1.25,1.66666666667,54.5,3.0,-1.0,-1.0,8.0,21.0,12.1,2,8,8769.47189374,36230.0,1,E0_2009_2010_272
6.0,8.0,12.0,26.0,32.0,44.0,-12.0,26.0,12.0,5.0,5.0,2.0,20.0,19.0,14.0,5.0,3.0,0.0,3.0,0.0,1.58333333333,1.16666666667,54.0,10.0,7.0,10.0,37.0,32.0,29.0,3.0,27.0,13.0,1.0,5.0,7.0,8.0,11.0,20.0,-9.0,1.0,0.0,1.0,2.0,0.846153846154,1.53846153846,48.5,-4.0,1.0,2.0,-11.0,-15.0,5.5,2,8,17841.8145443,48707.0,0,E0_2009_2010_271
13.0,6.0,8.0,45.0,43.0,27.0,16.0,27.0,13.0,9.0,2.0,2.0,29.0,31.0,11.0,20.0,9.0,3.0,0.0,0.0,2.38461538462,0.846153846154,120.3,9.0,7.0,11.0,34.0,29.0,43.0,-14.0,27.0,13.0,1.0,3.0,9.0,6.0,8.0,31.0,-23.0,1.0,0.0,1.0,2.0,0.615384615385,2.38461538462,47.0,4.0,-1.0,-3.0,11.0,30.0,73.3,2,8,3505.24708441,45276.0,1,E0_2009_2010_270
18.0,4.0,6.0,58.0,66.0,31.0,35.0,28.0,14.0,11.0,1.0,2.0,34.0,38.0,14.0,24.0,6.0,2.0,0.0,1.0,2.71428571429,1.0,110.8,6.0,5.0,16.0,23.0,28.0,57.0,-29.0,27.0,14.0,0.0,1.0,13.0,1.0,10.0,43.0,-33.0,0.0,0.0,0.0,3.0,0.714285714286,3.07142857143,22.4,12.0,-1.0,-10.0,35.0,64.0,88.4,3,9,11442.8804149,60361.0,1,E0_2009_2010_273
6.0,9.0,12.0,27.0,35.0,43.0,-8.0,27.0,13.0,5.0,4.0,4.0,19.0,23.0,20.0,3.0,7.0,2.0,1.0,0.0,1.76923076923,1.53846153846,54.0,6.0,8.0,13.0,26.0,30.0,49.0,-19.0,27.0,13.0,2.0,3.0,8.0,9.0,12.0,26.0,-14.0,1.0,0.0,1.0,2.0,0.923076923077,2.0,45.9,0.0,1.0,-1.0,1.0,11.0,8.1,3,9,9469.46267156,35303.0,0,E0_2009_2010_274
6.0,6.0,15.0,24.0,21.0,45.0,-24.0,27.0,14.0,4.0,3.0,7.0,15.0,10.0,19.0,-9.0,4.0,1.0,1.0,1.0,0.714285714286,1.35714285714,29.9,19.0,3.0,6.0,60.0,66.0,24.0,42.0,28.0,14.0,7.0,2.0,5.0,23.0,27.0,16.0,11.0,4.0,1.0,1.0,1.0,1.92857142857,1.14285714286,131.6,-13.0,3.0,9.0,-36.0,-66.0,-101.7,3,9,5633.72467239,27828.0,0,E0_2009_2010_275
10.0,8.0,9.0,38.0,39.0,39.0,0.0,27.0,14.0,7.0,5.0,2.0,26.0,23.0,17.0,6.0,9.0,3.0,0.0,0.0,1.64285714286,1.21428571429,54.5,5.0,9.0,13.0,24.0,25.0,54.0,-29.0,27.0,14.0,0.0,4.0,10.0,4.0,7.0,34.0,-27.0,0.0,0.0,0.0,3.0,0.5,2.42857142857,38.3,5.0,-1.0,-4.0,14.0,29.0,16.2,3,9,15877.7677097,40157.0,1,E0_2009_2010_276
6.0,7.0,14.0,25.0,26.0,53.0,-27.0,27.0,13.0,3.0,5.0,5.0,14.0,11.0,18.0,-7.0,2.0,0.0,2.0,1.0,0.846153846154,1.38461538462,39.1,14.0,6.0,8.0,48.0,45.0,28.0,17.0,28.0,14.0,4.0,4.0,6.0,16.0,12.0,16.0,-4.0,2.0,0.0,2.0,1.0,0.857142857143,1.14285714286,120.3,-8.0,1.0,6.0,-23.0,-44.0,-81.2,3,10,2085.38512959,25133.0,1,E0_2009_2010_277
6.0,9.0,12.0,27.0,32.0,44.0,-12.0,27.0,13.0,5.0,6.0,2.0,21.0,19.0,14.0,5.0,3.0,0.0,3.0,0.0,1.46153846154,1.07692307692,54.0,7.0,8.0,13.0,29.0,32.0,50.0,-18.0,28.0,14.0,3.0,3.0,8.0,12.0,14.0,27.0,-13.0,4.0,1.0,1.0,1.0,1.0,1.92857142857,45.9,-1.0,1.0,-1.0,-2.0,6.0,8.1,3,10,8738.10940022,48707.0,1,E0_2009_2010_279
5.0,4.0,18.0,19.0,23.0,45.0,-22.0,27.0,13.0,3.0,2.0,8.0,11.0,16.0,20.0,-4.0,2.0,0.0,2.0,1.0,1.23076923077,1.53846153846,0.0,11.0,7.0,9.0,40.0,26.0,28.0,-2.0,27.0,13.0,4.0,2.0,7.0,14.0,13.0,20.0,-7.0,0.0,0.0,0.0,3.0,1.0,1.53846153846,38.1,-6.0,-3.0,9.0,-21.0,-20.0,-38.1,3,10,9692.95456899,20224.0,0,E0_2009_2010_278
6.0,5.0,17.0,23.0,29.0,60.0,-31.0,28.0,13.0,6.0,4.0,3.0,22.0,18.0,14.0,4.0,3.0,1.0,0.0,2.0,1.38461538462,1.07692307692,22.4,8.0,10.0,9.0,34.0,27.0,32.0,-5.0,27.0,13.0,2.0,6.0,5.0,12.0,7.0,15.0,-8.0,5.0,1.0,2.0,0.0,0.538461538462,1.15384615385,44.8,-2.0,-5.0,8.0,-11.0,-26.0,-22.4,3,10,5113.36430783,22546.0,0,E0_2009_2010_280
8.0,11.0,9.0,35.0,28.0,33.0,-5.0,28.0,14.0,6.0,4.0,4.0,22.0,20.0,17.0,3.0,4.0,1.0,1.0,1.0,1.42857142857,1.21428571429,44.8,12.0,9.0,5.0,45.0,37.0,21.0,16.0,26.0,12.0,5.0,4.0,3.0,19.0,14.0,11.0,3.0,4.0,1.0,1.0,1.0,1.16666666667,0.916666666667,80.1,-4.0,2.0,4.0,-10.0,-21.0,-35.3,3,10,3368.29326973,27740.0,0,E0_2009_2010_286
14.0,7.0,7.0,49.0,50.0,27.0,23.0,28.0,14.0,9.0,2.0,3.0,29.0,30.0,9.0,21.0,7.0,2.0,1.0,0.0,2.14285714286,0.642857142857,66.6,9.0,7.0,12.0,34.0,30.0,45.0,-15.0,28.0,14.0,1.0,3.0,10.0,6.0,9.0,33.0,-24.0,1.0,0.0,1.0,2.0,0.642857142857,2.35714285714,47.0,5.0,0.0,-5.0,15.0,38.0,19.6,3,10,10919.0340224,36230.0,1,E0_2009_2010_287
5.0,9.0,14.0,24.0,26.0,59.0,-33.0,28.0,13.0,5.0,5.0,3.0,20.0,18.0,20.0,-2.0,5.0,1.0,2.0,0.0,1.38461538462,1.53846153846,38.3,19.0,4.0,6.0,61.0,69.0,32.0,37.0,29.0,14.0,7.0,3.0,4.0,24.0,28.0,17.0,11.0,4.0,1.0,1.0,1.0,2.0,1.21428571429,110.8,-14.0,5.0,8.0,-37.0,-70.0,-72.5,3,10,13891.3758563,25404.0,0,E0_2009_2010_285
12.0,7.0,9.0,43.0,28.0,29.0,-1.0,28.0,14.0,7.0,5.0,2.0,26.0,13.0,8.0,5.0,7.0,2.0,1.0,0.0,0.928571428571,0.571428571429,38.1,11.0,8.0,9.0,41.0,44.0,40.0,4.0,28.0,13.0,3.0,3.0,7.0,12.0,16.0,22.0,-6.0,3.0,1.0,0.0,2.0,1.23076923077,1.69230769231,54.5,1.0,-1.0,0.0,2.0,-5.0,-16.4,3,10,8424.2141594,30079.0,0,E0_2009_2010_281
6.0,6.0,17.0,24.0,30.0,61.0,-31.0,29.0,14.0,6.0,5.0,3.0,23.0,19.0,15.0,4.0,4.0,1.0,1.0,1.0,1.35714285714,1.07142857143,22.4,6.0,6.0,16.0,24.0,21.0,46.0,-25.0,28.0,13.0,2.0,3.0,8.0,9.0,11.0,26.0,-15.0,1.0,0.0,1.0,2.0,0.846153846154,2.0,29.9,0.0,0.0,1.0,0.0,-6.0,-7.5,3,10,7659.80825519,22546.0,0,E0_2009_2010_283
7.0,8.0,14.0,29.0,32.0,54.0,-22.0,29.0,14.0,4.0,5.0,5.0,17.0,18.0,23.0,-5.0,7.0,2.0,1.0,0.0,1.28571428571,1.64285714286,45.9,7.0,7.0,14.0,28.0,27.0,53.0,-26.0,28.0,14.0,3.0,2.0,9.0,11.0,15.0,35.0,-20.0,1.0,0.0,1.0,2.0,1.07142857143,2.5,39.1,0.0,1.0,0.0,1.0,4.0,6.8,3,10,773.300490053,28100.0,1,E0_2009_2010_282
19.0,4.0,5.0,61.0,65.0,26.0,39.0,28.0,14.0,12.0,1.0,1.0,37.0,41.0,12.0,29.0,6.0,2.0,0.0,1.0,2.92857142857,0.857142857143,174.7,6.0,9.0,13.0,27.0,36.0,45.0,-9.0,28.0,14.0,1.0,5.0,8.0,8.0,12.0,23.0,-11.0,1.0,0.0,1.0,2.0,0.857142857143,1.64285714286,54.0,13.0,-5.0,-8.0,34.0,48.0,120.7,3,10,571.226108662,42449.0,1,E0_2009_2010_284
20.0,3.0,6.0,63.0,67.0,24.0,43.0,29.0,14.0,12.0,1.0,1.0,37.0,39.0,8.0,31.0,9.0,3.0,0.0,0.0,2.78571428571,0.571428571429,131.6,10.0,8.0,10.0,38.0,32.0,29.0,3.0,28.0,14.0,1.0,6.0,7.0,9.0,11.0,20.0,-9.0,2.0,0.0,2.0,1.0,0.785714285714,1.42857142857,48.5,10.0,-5.0,-4.0,25.0,40.0,83.1,3,10,9263.47301965,75811.0,1,E0_2009_2010_288
7.0,9.0,12.0,30.0,36.0,44.0,-8.0,28.0,14.0,6.0,6.0,2.0,24.0,23.0,14.0,9.0,5.0,1.0,2.0,0.0,1.64285714286,1.0,54.0,13.0,10.0,4.0,49.0,52.0,35.0,17.0,27.0,14.0,4.0,6.0,4.0,18.0,22.0,21.0,1.0,4.0,1.0,1.0,1.0,1.57142857143,1.5,132.5,-6.0,-1.0,8.0,-19.0,-25.0,-78.5,3,10,9246.30716387,48707.0,0,E0_2009_2010_289
14.0,6.0,9.0,48.0,45.0,29.0,16.0,29.0,14.0,10.0,2.0,2.0,32.0,33.0,12.0,21.0,9.0,3.0,0.0,0.0,2.35714285714,0.857142857143,120.3,5.0,4.0,19.0,19.0,24.0,47.0,-23.0,28.0,14.0,2.0,2.0,10.0,8.0,7.0,25.0,-18.0,3.0,1.0,0.0,2.0,0.5,1.78571428571,0.0,9.0,2.0,-10.0,29.0,39.0,120.3,3,11,8304.16476415,45276.0,1,E0_2009_2010_290
7.0,7.0,15.0,28.0,27.0,57.0,-30.0,29.0,14.0,4.0,5.0,5.0,17.0,12.0,18.0,-6.0,4.0,1.0,1.0,1.0,0.857142857143,1.28571428571,39.1,12.0,10.0,5.0,46.0,37.0,21.0,16.0,27.0,13.0,5.0,5.0,3.0,20.0,14.0,11.0,3.0,5.0,1.0,2.0,0.0,1.07692307692,0.846153846154,80.1,-5.0,-3.0,10.0,-18.0,-46.0,-41.0,3,11,7839.95533728,25133.0,0,E0_2009_2010_291
7.0,7.0,16.0,28.0,28.0,59.0,-31.0,30.0,15.0,4.0,5.0,6.0,17.0,13.0,20.0,-7.0,3.0,1.0,0.0,2.0,0.866666666667,1.33333333333,39.1,6.0,6.0,18.0,24.0,31.0,63.0,-32.0,30.0,15.0,0.0,1.0,14.0,1.0,11.0,46.0,-35.0,0.0,0.0,0.0,3.0,0.733333333333,3.06666666667,22.4,1.0,1.0,-2.0,4.0,1.0,16.7,3,11,3019.12281469,25133.0,1,E0_2009_2010_298
8.0,12.0,9.0,36.0,28.0,33.0,-5.0,29.0,15.0,6.0,5.0,4.0,23.0,20.0,17.0,3.0,2.0,0.0,2.0,1.0,1.33333333333,1.13333333333,44.8,15.0,7.0,7.0,52.0,53.0,28.0,25.0,29.0,14.0,5.0,5.0,4.0,20.0,20.0,18.0,2.0,4.0,1.0,1.0,1.0,1.42857142857,1.28571428571,66.6,-7.0,5.0,2.0,-16.0,-30.0,-21.8,3,11,6643.21591347,27740.0,0,E0_2009_2010_296
5.0,4.0,20.0,19.0,25.0,51.0,-26.0,29.0,14.0,3.0,2.0,9.0,11.0,17.0,22.0,-5.0,1.0,0.0,1.0,2.0,1.21428571429,1.57142857143,0.0,5.0,9.0,15.0,24.0,27.0,61.0,-34.0,29.0,15.0,0.0,4.0,11.0,4.0,8.0,39.0,-31.0,0.0,0.0,0.0,3.0,0.533333333333,2.6,38.3,0.0,-5.0,5.0,-5.0,8.0,-38.3,3,11,15835.7028662,20224.0,1,E0_2009_2010_295
7.0,10.0,12.0,31.0,37.0,45.0,-8.0,29.0,15.0,6.0,7.0,2.0,25.0,24.0,15.0,9.0,5.0,1.0,2.0,0.0,1.6,1.0,54.0,12.0,8.0,9.0,44.0,30.0,31.0,-1.0,29.0,14.0,5.0,2.0,7.0,17.0,15.0,21.0,-6.0,3.0,1.0,0.0,2.0,1.07142857143,1.5,38.1,-5.0,2.0,3.0,-13.0,-7.0,15.9,3,11,15579.2581193,48707.0,1,E0_2009_2010_297
13.0,10.0,5.0,49.0,39.0,22.0,17.0,28.0,14.0,7.0,5.0,2.0,26.0,23.0,10.0,13.0,5.0,1.0,2.0,0.0,1.64285714286,0.714285714286,80.1,7.0,6.0,16.0,27.0,23.0,47.0,-24.0,29.0,14.0,3.0,3.0,8.0,12.0,13.0,27.0,-14.0,3.0,1.0,0.0,2.0,0.928571428571,1.92857142857,29.9,6.0,4.0,-11.0,22.0,41.0,50.2,3,11,1144.28249609,42785.0,0,E0_2009_2010_293
20.0,4.0,6.0,64.0,71.0,33.0,38.0,30.0,15.0,12.0,1.0,2.0,37.0,41.0,15.0,26.0,9.0,3.0,0.0,0.0,2.73333333333,1.0,110.8,6.0,9.0,14.0,27.0,37.0,49.0,-12.0,29.0,15.0,1.0,5.0,9.0,8.0,13.0,27.0,-14.0,0.0,0.0,0.0,3.0,0.866666666667,1.8,54.0,14.0,-5.0,-8.0,37.0,50.0,56.8,3,11,308.979021446,60361.0,1,E0_2009_2010_292
11.0,9.0,9.0,42.0,46.0,42.0,4.0,29.0,15.0,8.0,5.0,2.0,29.0,28.0,18.0,10.0,9.0,3.0,0.0,0.0,1.86666666667,1.2,54.5,8.0,8.0,14.0,32.0,36.0,54.0,-18.0,30.0,15.0,3.0,3.0,9.0,12.0,14.0,31.0,-17.0,3.0,1.0,0.0,2.0,0.933333333333,2.06666666667,45.9,3.0,1.0,-5.0,10.0,22.0,8.6,3,11,2873.23776701,40157.0,1,E0_2009_2010_294
9.0,7.0,13.0,34.0,31.0,48.0,-17.0,29.0,14.0,8.0,4.0,2.0,28.0,21.0,12.0,9.0,9.0,3.0,0.0,0.0,1.5,0.857142857143,47.0,20.0,4.0,5.0,64.0,69.0,27.0,42.0,29.0,14.0,7.0,3.0,4.0,24.0,24.0,14.0,10.0,4.0,1.0,1.0,1.0,1.71428571429,1.0,174.7,-11.0,3.0,8.0,-30.0,-59.0,-127.7,3,11,10500.815483,31154.0,0,E0_2009_2010_299
10.0,8.0,11.0,38.0,32.0,32.0,0.0,29.0,14.0,9.0,2.0,3.0,29.0,21.0,9.0,12.0,9.0,3.0,0.0,0.0,1.5,0.642857142857,48.5,13.0,11.0,4.0,50.0,53.0,36.0,17.0,28.0,15.0,4.0,7.0,4.0,19.0,23.0,22.0,1.0,5.0,1.0,2.0,0.0,1.53333333333,1.46666666667,132.5,-3.0,-3.0,7.0,-12.0,-17.0,-84.0,3,11,9568.59344206,25700.0,0,E0_2009_2010_300
21.0,3.0,6.0,66.0,70.0,24.0,46.0,30.0,15.0,13.0,1.0,1.0,40.0,42.0,8.0,34.0,9.0,3.0,0.0,0.0,2.8,0.533333333333,131.6,15.0,6.0,9.0,51.0,49.0,30.0,19.0,30.0,15.0,4.0,4.0,7.0,16.0,12.0,17.0,-5.0,1.0,0.0,1.0,2.0,0.8,1.13333333333,120.3,6.0,-3.0,-3.0,15.0,27.0,11.3,3,11,4266.23515539,75811.0,1,E0_2009_2010_301
6.0,9.0,15.0,27.0,37.0,51.0,-14.0,30.0,14.0,5.0,4.0,5.0,19.0,24.0,22.0,2.0,6.0,2.0,0.0,1.0,1.71428571429,1.57142857143,54.0,7.0,7.0,16.0,28.0,25.0,49.0,-24.0,30.0,15.0,3.0,4.0,8.0,13.0,15.0,29.0,-14.0,4.0,1.0,1.0,1.0,1.0,1.93333333333,29.9,-1.0,2.0,-1.0,-1.0,10.0,24.1,3,12,3980.33671161,35303.0,0,E0_2009_2010_302
13.0,11.0,5.0,50.0,41.0,24.0,17.0,29.0,15.0,7.0,6.0,2.0,27.0,25.0,12.0,13.0,5.0,1.0,2.0,0.0,1.66666666667,0.8,80.1,8.0,10.0,12.0,34.0,40.0,46.0,-6.0,30.0,14.0,1.0,3.0,10.0,6.0,13.0,30.0,-17.0,1.0,0.0,1.0,2.0,0.928571428571,2.14285714286,54.0,5.0,1.0,-7.0,16.0,23.0,26.1,3,12,15369.2036831,42785.0,0,E0_2009_2010_303
9.0,8.0,13.0,35.0,32.0,49.0,-17.0,30.0,15.0,8.0,5.0,2.0,29.0,22.0,13.0,9.0,7.0,2.0,1.0,0.0,1.46666666667,0.866666666667,47.0,12.0,8.0,10.0,44.0,31.0,34.0,-3.0,30.0,15.0,5.0,2.0,8.0,17.0,16.0,24.0,-8.0,3.0,1.0,0.0,2.0,1.06666666667,1.6,38.1,-3.0,0.0,3.0,-9.0,-14.0,8.9,3,12,8680.01158883,31154.0,1,E0_2009_2010_304
14.0,11.0,4.0,53.0,55.0,37.0,18.0,29.0,13.0,9.0,4.0,0.0,31.0,30.0,14.0,16.0,7.0,2.0,1.0,0.0,2.30769230769,1.07692307692,132.5,12.0,9.0,9.0,45.0,48.0,42.0,6.0,30.0,14.0,3.0,4.0,7.0,13.0,18.0,24.0,-6.0,1.0,0.0,1.0,2.0,1.28571428571,1.71428571429,54.5,2.0,2.0,-5.0,8.0,12.0,78.0,3,12,4881.04891423,47405.0,0,E0_2009_2010_305
6.0,4.0,20.0,22.0,28.0,53.0,-25.0,30.0,15.0,4.0,2.0,9.0,14.0,20.0,24.0,-4.0,3.0,1.0,0.0,2.0,1.33333333333,1.6,0.0,20.0,5.0,5.0,65.0,70.0,28.0,42.0,30.0,15.0,7.0,4.0,4.0,25.0,25.0,15.0,10.0,4.0,1.0,1.0,1.0,1.66666666667,1.0,174.7,-14.0,-1.0,15.0,-43.0,-67.0,-174.7,3,12,5353.40084263,20224.0,0,E0_2009_2010_306
6.0,9.0,16.0,27.0,38.0,54.0,-16.0,31.0,15.0,5.0,4.0,6.0,19.0,25.0,25.0,0.0,3.0,1.0,0.0,2.0,1.66666666667,1.66666666667,54.0,8.0,12.0,10.0,36.0,29.0,35.0,-6.0,30.0,14.0,2.0,7.0,5.0,13.0,8.0,16.0,-8.0,5.0,1.0,2.0,0.0,0.571428571429,1.14285714286,44.8,-2.0,-3.0,6.0,-9.0,-10.0,9.2,3,12,6279.42435295,35303.0,0,E0_2009_2010_312
8.0,7.0,16.0,31.0,28.0,50.0,-22.0,31.0,15.0,4.0,3.0,8.0,15.0,10.0,20.0,-10.0,3.0,1.0,0.0,2.0,0.666666666667,1.33333333333,29.9,13.0,9.0,9.0,48.0,50.0,42.0,8.0,31.0,15.0,4.0,4.0,7.0,16.0,20.0,24.0,-4.0,4.0,1.0,1.0,1.0,1.33333333333,1.6,54.5,-5.0,-2.0,7.0,-17.0,-30.0,-24.6,3,12,7136.96900624,27828.0,0,E0_2009_2010_313
